"siteyear","siteusite","UniqueSite","dataset","Site","Year","Site_Lat","Site_Long","Locality","Region","Management","FamBiomass_tkm2","Closure.age","Closure.size","Atoll","ReefHabitat","Depth","HardCoral","SampMethod","SampArea","TT_market_h","TT_pop_h","reserves","remote_10h","remote_20h","area_name","section","TPBiomass_tkm2","DepthCategory","coords","Prod_mgCm2d_finer","meanSize_cm","total_sp","Grav_tot","remote_20h_inhabited","scraping_potential","Larger","Contact_ID","siteyearusite","SST_dC","SSTanom_dC","mean_tonnes_km2_polygon1","mean_tonnes_km2_polygon2","mean_tonnes_km2_polygon3","mean_tonnes_km2_polygon4","mean_tonnes_km2_polygon5","mean_tonnes_km2_polygon6","mean_tonnes_reported_km2cell","mean_tonnes_km2cell","MGMT_type"
"Taka Menyawakan E::2009","Taka Menyawakan E::477","477","S","Taka Menyawakan E",2009,-5.76733,110.325654,"Indonesia","P","Restricted",27.216957772125,NA,NA,0,"Bank",8,NA,"Standard belt transect",1000,6.96666666666667,0.383333333333333,0,0,0,"Indonesia","status",0,"4-10m","-5.76733_110.325654",1247.19775,17.8571428571429,52.3743153703262,270,NA,NA,"Indonesia","Provider 4","Taka Menyawakan E::2009::477",29.120655854543,0.906244119008382,NA,60.7653432922077,60.7653432922077,60.7653432922077,5.0014221864247,55.3770505791089,38.5573117364256,60.7653432922077,NA
"Taka Menyawakan W::2009","Taka Menyawakan W::482","482","S","Taka Menyawakan W",2009,-5.766931,110.324744,"Indonesia","P","Restricted",37.2328602456,NA,NA,0,"Bank",8,NA,"Standard belt transect",1000,6.96666666666667,0.383333333333333,0,0,0,"Indonesia","status",0,"4-10m","-5.766931_110.324744",1247.19775,19.1176470588235,226.595283741922,270,NA,NA,"Indonesia","Provider 4","Taka Menyawakan W::2009::482",29.120655854543,0.906244119008382,NA,60.7653432922077,60.7653432922077,60.7653432922077,5.0014221864247,55.3770505791089,38.5573117364256,60.7653432922077,NA
"Takaungu::2012","Takaungu::9163","9163","S","Takaungu",2012,-3.69028,39.87159,"Kenya","I","Fished",3.1851618625,NA,NA,0,"Slope",2,NA,"Standard belt transect",500,1.08333333333333,0.15,0,0,0,"Kenya","status",NA,"0-4m","-3.69028_39.87159",634.740416666667,NA,NA,758,NA,NA,"Kenya","Provider 17","Takaungu::2012::9163",28.0121974945068,0.449077606201172,NA,17.4206321400548,17.4206321400548,88.2035097779978,9.20294806412966,9.20294806412966,10.8627062359238,17.4206321400548,NA
"Tampalam Centro 570::1999","Tampalam Centro 570::2092","2092","S","Tampalam Centro 570",1999,19.1458333,-87.5361111,"Mexico","C","Restricted",58.99249201368,NA,NA,0,"Slope",8.9,NA,"Standard belt transect",500,4.41666666666667,0.55,0,0,0,"Mexico","status",0,"4-10m","19.1458333_-87.5361111",370.905916666667,22.2738095238095,19.1236473917206,20,NA,NA,"Mexico","Provider 19","Tampalam Centro 570::1999::2092",27.9097301165263,0.0380056699117025,NA,0.215359389579692,0.215359389579692,2.57533138254221,17.2461138515124,17.2461138515124,0.139131903606229,0.215359389579692,NA
"Tampalam Norte 571::1999","Tampalam Norte 571::2093","2093","S","Tampalam Norte 571",1999,19.1541667,-87.5333333,"Mexico","C","Restricted",36.63227017595,NA,NA,0,"Slope",10.1,NA,"Standard belt transect",600,4.41666666666667,0.55,0,0,0,"Mexico","status",0,">10m","19.1541667_-87.5333333",370.905916666667,22.9090909090909,12.8013575268659,20,NA,NA,"Mexico","Provider 19","Tampalam Norte 571::1999::2093",27.9097301165263,0.0380056699117025,NA,0.215359389579692,0.215359389579692,2.57533138254221,17.2461138515124,17.2461138515124,0.139131903606229,0.215359389579692,NA
"Tampalam Sur 572::1999","Tampalam Sur 572::2094","2094","S","Tampalam Sur 572",1999,19.1375,-87.5369444,"Mexico","C","Restricted",60.8681138876333,NA,NA,0,"Slope",8.1,NA,"Standard belt transect",600,4.41666666666667,0.55,0,0,0,"Mexico","status",0,"4-10m","19.1375_-87.5369444",370.905916666667,21.6865671641791,28.1353157960345,20,NA,NA,"Mexico","Provider 19","Tampalam Sur 572::1999::2094",27.9097301165263,0.0380056699117025,NA,0.215359389579692,0.215359389579692,2.57533138254221,17.2461138515124,17.2461138515124,0.139131903606229,0.215359389579692,NA
"Tanjung Deer::2009","Tanjung Deer::485","485","S","Tanjung Deer",2009,-1.14255,129.85055,"Indonesia","P","Restricted",20.6470419852667,NA,NA,0,"Slope",8,NA,"Standard belt transect",750,17.4166666666667,0.316666666666667,0,0,0,"Indonesia","status",0,"4-10m","-1.14255_129.85055",361.016,16.3194444444444,369.738347240869,5.5,NA,88.09911365,"Indonesia","Provider 4","Tanjung Deer::2009::485",29.4224011103312,0.666321754455566,NA,87.1090286341483,48.4720777355278,0.0907117593265143,0.215359389579692,0.215359389579692,77.909113301591,87.1090286341483,NA
"Tanjung Lampu::2009","Tanjung Lampu::496","496","S","Tanjung Lampu",2009,-1.1763,129.29925,"Indonesia","P","Restricted",38.7832011272,NA,NA,0,"Slope",8,NA,"Standard belt transect",750,16.2916666666667,0.3,0,0,0,"Indonesia","status",0,"4-10m","-1.1763_129.29925",365.269666666667,17.3850574712644,75.2375923324132,3.5,NA,285.1920452,"Indonesia","Provider 4","Tanjung Lampu::2009::496",29.4224011103312,0.666321754455566,NA,272.956402180826,87.1090286341483,0.616796488161319,25.0106580805196,0.215359389579692,245.845694194113,272.956402180826,NA
"Tanjung Lemu::2009","Tanjung Lemu::503","503","S","Tanjung Lemu",2009,-5.833654,110.488514,"Indonesia","P","Restricted",12.5263371322333,NA,NA,0,"Slope",3,NA,"Standard belt transect",750,6.01666666666667,0.116666666666667,0,0,0,"Indonesia","status",0,"0-4m","-5.833654_110.488514",1180.80358333333,15.2272727272727,72.7308471942804,328,NA,228.966905,"Indonesia","Provider 4","Tanjung Lemu::2009::503",29.120655854543,0.906244119008382,NA,60.7653432922077,60.7653432922077,60.7653432922077,5.0014221864247,55.3770505791089,38.5573117364256,60.7653432922077,NA
"Tanjung Lepa::2007","Tanjung Lepa::507","507","S","Tanjung Lepa",2007,-0.012735,127.193873,"Indonesia","P","Fished",14.2548072767333,NA,NA,0,"Slope",3,NA,"Standard belt transect",750,14.5166666666667,0.291666666666667,0,0,0,"Indonesia","status",0,"0-4m","-0.012735_127.193873",300.023333333333,16.516393442623,102.871666131407,10.5,NA,111.6646413,"Indonesia","Provider 4","Tanjung Lepa::2007::507",29.436145623525,0.676586786905924,NA,42.2966792860043,42.2966792860043,20.3665378675549,0.215359389579692,0.215359389579692,38.2955667552178,42.2966792860043,NA
"Tanjung Marikoko::2007","Tanjung Marikoko::509","509","S","Tanjung Marikoko",2007,-0.016782,127.164932,"Indonesia","P","Fished",12.41092030055,NA,NA,0,"Slope",3,NA,"Standard belt transect",500,14.5166666666667,0.291666666666667,0,0,0,"Indonesia","status",0,"0-4m","-0.016782_127.164932",300.023333333333,16.5277777777778,57.4235232682803,10.5,NA,279.0359784,"Indonesia","Provider 4","Tanjung Marikoko::2007::509",29.436145623525,0.676586786905924,NA,42.2966792860043,42.2966792860043,20.3665378675549,0.215359389579692,0.215359389579692,38.2955667552178,42.2966792860043,NA
"Tanjung Modayama::2007","Tanjung Modayama::511","511","S","Tanjung Modayama",2007,0.133984,127.455614,"Indonesia","P","Fished",9.64726657915,NA,NA,0,"Slope",3,NA,"Standard belt transect",500,15.4666666666667,0.116666666666667,0,0,0,"Indonesia","status",0,"0-4m","0.133984_127.455614",329.254,14.8076923076923,91.642140821064,28,NA,48.28127339,"Indonesia","Provider 4","Tanjung Modayama::2007::511",29.4224011103312,0.666321754455566,NA,33.4320841851148,1.23569475216412,373.992228035642,0.215359389579692,0.215359389579692,29.8936982769371,33.4320841851148,NA
"Tanjung Paji/Pulau Taneti 2::2007","Tanjung Paji/Pulau Taneti 2::513","513","S","Tanjung Paji/Pulau Taneti 2",2007,-0.071944,127.272306,"Indonesia","P","Fished",5.2306773472,NA,NA,0,"Slope",3,NA,"Standard belt transect",500,15.1666666666667,0.216666666666667,0,0,0,"Indonesia","status",0,"0-4m","-0.071944_127.272306",300.2745,14.469696969697,66.3888861248786,10,NA,23.66614944,"Indonesia","Provider 4","Tanjung Paji/Pulau Taneti 2::2007::513",29.436145623525,0.676586786905924,NA,42.2966792860043,302.06838433343,20.3665378675549,0.215359389579692,0.215359389579692,38.2955667552178,42.2966792860043,NA
"Tanjung Sekoci::2009","Tanjung Sekoci::521","521","S","Tanjung Sekoci",2009,-5.862862,110.466484,"Indonesia","P","Restricted",5.118697323125,NA,NA,0,"Slope",3,NA,"Standard belt transect",1000,6.01666666666667,0.116666666666667,0,0,0,"Indonesia","status",0,"0-4m","-5.862862_110.466484",1213.73541666667,16.474358974359,45.1496925183375,328,NA,44.34133186,"Indonesia","Provider 4","Tanjung Sekoci::2009::521",29.120655854543,0.906244119008382,NA,60.7653432922077,60.7653432922077,60.7653432922077,5.0014221864247,55.3770505791089,38.5573117364256,60.7653432922077,NA
"Tanjung Sire::2012","Tanjung Sire::525","525","S","Tanjung Sire",2012,-8.35934,116.11097,"Indonesia","P","Fished",16.2188054722333,NA,NA,0,"Crest",3,NA,"Standard belt transect",750,0.666666666666667,0.1,0,0,0,"Indonesia","status",0,"0-4m","-8.35934_116.11097",383.776166666667,15,245.484743326923,866,NA,23.7058388,"Indonesia","Provider 4","Tanjung Sire::2012::525",29.0267836252848,0.811776479085286,NA,14.7229520305454,41.0364834158628,95.3978365709106,77.5455552705013,26.3720271061358,9.34276421674009,14.7229520305454,NA
"Tanjung Tebal::2007","Tanjung Tebal::527","527","S","Tanjung Tebal",2007,1.48076738,125.2498117,"Indonesia","P","Fished",41.9619027954,NA,NA,0,"Slope",8,NA,"Standard belt transect",750,1.93333333333333,0.0166666666666667,0,0,0,"Indonesia","status",0,"4-10m","1.48076738_125.2498117",272.514,18.0555555555556,207.707888970064,103,NA,37.74791638,"Indonesia","Provider 4","Tanjung Tebal::2007::527",29.5276883443197,0.564831733703613,NA,NA,0.759365369748361,0.759365369748361,257.062439148636,166.094930879222,0.547932090298855,0.759365369748361,NA
"Tapordoker::2009","Tapordoker::528","528","S","Tapordoker",2009,-1.15465,129.3181667,"Indonesia","P","Restricted",42.2001657090667,NA,NA,0,"Slope",8,NA,"Standard belt transect",750,16.2916666666667,0.3,0,0,0,"Indonesia","status",0,"4-10m","-1.15465_129.3181667",372.600416666667,16.7602040816327,176.464462564675,3.5,NA,232.7600954,"Indonesia","Provider 4","Tapordoker::2009::528",29.4224011103312,0.666321754455566,NA,272.956402180826,87.1090286341483,4.08291365846837,0.215359389579692,0.215359389579692,245.845694194113,272.956402180826,NA
"Taroiukoyer::2009","Taroiukoyer::529","529","S","Taroiukoyer",2009,-1.1526,129.4206333,"Indonesia","P","Restricted",90.6201338856,NA,NA,0,"Slope",8,NA,"Standard belt transect",750,16.4583333333333,0.25,0,0,0,"Indonesia","status",0.116941558796296,"4-10m","-1.1526_129.4206333",365.269666666667,17.5700934579439,268.081257541055,3.5,NA,305.745889,"Indonesia","Provider 4","Taroiukoyer::2009::529",29.4224011103312,0.666321754455566,NA,87.1090286341483,87.1090286341483,152.13559636923,0.215359389579692,0.215359389579692,77.909113301591,87.1090286341483,NA
"TAU-001::2008","TAU-001::8696","8696","S","TAU-001",2008,-14.24713,-169.41892,"American Samoa","P","Fished",30.22925696475,NA,NA,0,"Slope",11.5,NA,"Standard belt transect",400,6.88333333333333,0.433333333333333,0,0,0,"American Samoa","status",0,">10m","-14.24713_-169.41892",143,16.6519001831502,29.9391303616753,2,NA,32.69467413,"American Samoa","Provider 2","TAU-001::2008::8696",28.4480646451314,0.608855724334717,NA,3.17694456336585,3.17694456336585,3.17694456336585,3.17694456336585,3.17694456336585,0.749170371465558,3.17694456336585,NA
"TAU-002::2008","TAU-002::8698","8698","S","TAU-002",2008,-14.25116,-169.44694,"American Samoa","P","Fished",9.3762871142,NA,NA,0,"Slope",11.75,NA,"Standard belt transect",400,6.81666666666667,0.4,0,0,0,"American Samoa","status",0,">10m","-14.25116_-169.44694",143,17.5268311318147,10.9146437272779,2,NA,37.68729071,"American Samoa","Provider 2","TAU-002::2008::8698",28.4480646451314,0.608855724334717,NA,3.17694456336585,3.17694456336585,3.17694456336585,3.17694456336585,3.17694456336585,0.749170371465558,3.17694456336585,NA
"TAU-004::2008","TAU-004::8700","8700","S","TAU-004",2008,-14.2124,-169.44067,"American Samoa","P","Fished",16.09455470765,NA,NA,0,"Slope",11.5,NA,"Standard belt transect",400,6.81666666666667,0.4,0,0,0,"American Samoa","status",0,">10m","-14.2124_-169.44067",143.612166666667,17.2561378113185,15.3822223876235,2,NA,23.01286782,"American Samoa","Provider 2","TAU-004::2008::8700",28.4480646451314,0.608855724334717,NA,3.17694456336585,3.17694456336585,3.17694456336585,3.17694456336585,3.17694456336585,0.749170371465558,3.17694456336585,NA
"TAU-007::2008","TAU-007::8703","8703","S","TAU-007",2008,-14.22728,-169.41792,"American Samoa","P","Fished",18.52376660535,NA,NA,0,"Slope",12.5,NA,"Standard belt transect",400,6.88333333333333,0.433333333333333,0,0,0,"American Samoa","status",0,">10m","-14.22728_-169.41792",144.400166666667,15.093872243682,39.6765203504854,2,NA,0,"American Samoa","Provider 2","TAU-007::2008::8703",28.4480646451314,0.608855724334717,NA,3.17694456336585,3.17694456336585,3.17694456336585,3.17694456336585,3.17694456336585,0.749170371465558,3.17694456336585,NA
"TAU-008::2008","TAU-008::8705","8705","S","TAU-008",2008,-14.26257,-169.47492,"American Samoa","P","Fished",3.80628403805,NA,NA,0,"Slope",11,NA,"Standard belt transect",400,6.81666666666667,0.4,0,0,0,"American Samoa","status",0,">10m","-14.26257_-169.47492",143,13.8350515463918,13.8860092416485,2,NA,0,"American Samoa","Provider 2","TAU-008::2008::8705",28.4480646451314,0.608855724334717,NA,3.17694456336585,3.17694456336585,3.17694456336585,3.17694456336585,3.17694456336585,0.749170371465558,3.17694456336585,NA
"TAU-009::2008","TAU-009::8707","8707","S","TAU-009",2008,-14.2466,-169.50577,"American Samoa","P","Fished",18.6012091898,NA,NA,0,"Slope",12,NA,"Standard belt transect",400,6.75,0.366666666666667,0,0,0,"American Samoa","status",0,">10m","-14.2466_-169.50577",144.019,21.6350388741693,18.0386831676397,2,NA,105.2313724,"American Samoa","Provider 2","TAU-009::2008::8707",28.4480646451314,0.608855724334717,NA,3.17694456336585,3.17694456336585,3.17694456336585,3.17694456336585,3.17694456336585,0.749170371465558,3.17694456336585,NA
"TAU-010::2008","TAU-010::8709","8709","S","TAU-010",2008,-14.2147,-169.46818,"American Samoa","P","Fished",18.70393676275,NA,NA,0,"Slope",11.5,NA,"Standard belt transect",400,6.81666666666667,0.4,0,0,0,"American Samoa","status",0,">10m","-14.2147_-169.46818",143.612166666667,19.2069943201134,179.465844585354,2,NA,26.18085681,"American Samoa","Provider 2","TAU-010::2008::8709",28.4480646451314,0.608855724334717,NA,3.17694456336585,3.17694456336585,3.17694456336585,3.17694456336585,3.17694456336585,0.749170371465558,3.17694456336585,NA
"TAU-011::2008","TAU-011::8711","8711","S","TAU-011",2008,-14.21738,-169.51308,"American Samoa","P","Fished",48.5091153252,NA,NA,0,"Slope",15.25,NA,"Standard belt transect",400,6.75,0.366666666666667,0,0,0,"American Samoa","status",0,">10m","-14.21738_-169.51308",144.206583333333,20.3350413416311,33.4600981093529,2,NA,46.73632525,"American Samoa","Provider 2","TAU-011::2008::8711",28.4480646451314,0.608855724334717,NA,3.17694456336585,3.17694456336585,3.17694456336585,3.17694456336585,3.17694456336585,0.749170371465558,3.17694456336585,NA
"TAU-012::2008","TAU-012::8713","8713","S","TAU-012",2008,-14.25755,-169.50068,"American Samoa","P","Fished",17.28073061,NA,NA,0,"Slope",11,NA,"Standard belt transect",400,6.75,0.366666666666667,0,0,0,"American Samoa","status",0,">10m","-14.25755_-169.50068",144.019,17.0997464074387,17.0340957516704,2,NA,0,"American Samoa","Provider 2","TAU-012::2008::8713",28.4480646451314,0.608855724334717,0.0146870245233369,3.17694456336585,3.17694456336585,3.17694456336585,3.17694456336585,3.17694456336585,0.0139061402376227,0.0146870245233369,NA
"TAU-050::2008","TAU-050::8714","8714","S","TAU-050",2008,-14.25395,-169.46957,"American Samoa","P","Fished",30.8586779761,NA,NA,0,"Slope",3.75,NA,"Standard belt transect",400,6.81666666666667,0.4,0,0,0,"American Samoa","status",0.201627911666667,"0-4m","-14.25395_-169.46957",143,18.5190056825655,50.3086058504024,2,NA,0,"American Samoa","Provider 2","TAU-050::2008::8714",28.4480646451314,0.608855724334717,NA,3.17694456336585,3.17694456336585,3.17694456336585,3.17694456336585,3.17694456336585,0.749170371465558,3.17694456336585,NA
"TAU-051::2008","TAU-051::8715","8715","S","TAU-051",2008,-14.25025,-169.46218,"American Samoa","P","Fished",33.2680364614,NA,NA,0,"Slope",23,NA,"Standard belt transect",200,6.81666666666667,0.4,0,0,0,"American Samoa","status",0,">10m","-14.25025_-169.46218",144.019,20.3760068575199,21.0805971197982,2,NA,0,"American Samoa","Provider 2","TAU-051::2008::8715",28.4480646451314,0.608855724334717,NA,3.17694456336585,3.17694456336585,3.17694456336585,3.17694456336585,3.17694456336585,0.749170371465558,3.17694456336585,NA
"TAU-052::2008","TAU-052::8716","8716","S","TAU-052",2008,-14.21435,-169.4213,"American Samoa","P","Fished",23.87981072665,NA,NA,0,"Slope",21,NA,"Standard belt transect",400,6.88333333333333,0.433333333333333,0,0,0,"American Samoa","status",0,">10m","-14.21435_-169.4213",143.612166666667,17.0527022008408,23.844116883879,2,NA,18.02025123,"American Samoa","Provider 2","TAU-052::2008::8716",28.4480646451314,0.608855724334717,NA,3.17694456336585,3.17694456336585,3.17694456336585,3.17694456336585,3.17694456336585,0.749170371465558,3.17694456336585,NA
"Taupadwar::2009","Taupadwar::530","530","S","Taupadwar",2009,-1.179133333,129.4754,"Indonesia","P","Restricted",86.1534830063667,NA,NA,0,"Slope",8,NA,"Standard belt transect",750,16.4277777777778,0.255555555555555,0,0,0,"Indonesia","status",0.142873546439909,"4-10m","-1.179133333_129.4754",349.826416666667,18.1118881118881,210.96564476914,3.33333333333333,NA,273.3768111,"Indonesia","Provider 4","Taupadwar::2009::530",29.4224011103312,0.666321754455566,NA,87.1090286341483,87.1090286341483,1.41726865689924,25.0106580805196,0.215359389579692,77.909113301591,87.1090286341483,NA
"Tavunasici1 1_1::2006","Tavunasici1 1_1::5364","5364","S","Tavunasici1 1_1",2006,-18.712,-179.0901667,"Fiji","P","Fished",170.69111940395,NA,NA,0,"Slope",7,NA,"Point intercept",924,24.4166666666667,0.116666666666667,0,0,0,"Fiji","status",0.0569536942281192,"4-10m","-18.712_-179.0901667",221.041083333333,24.6648044692737,95.5121690259232,1,0,253.113375,"Fiji","Provider 10","Tavunasici1 1_1::2006::5364",26.5621670087179,0.538538297017415,NA,1.31309661181564,0,0,26.6147038872005,26.6147038872005,0.529939903093454,1.31309661181564,NA
"Tavunasici2 1_2::2006","Tavunasici2 1_2::5365","5365","S","Tavunasici2 1_2",2006,-18.71916667,-179.1001667,"Fiji","P","Fished",271.5605550519,NA,NA,0,"Slope",7,NA,"Point intercept",924,24.4166666666667,0.116666666666667,0,0,0,"Fiji","status",0.0635445195367762,"4-10m","-18.71916667_-179.1001667",221.041083333333,28.1220657276995,93.4376342085441,1,0,454.7745455,"Fiji","Provider 10","Tavunasici2 1_2::2006::5365",26.5621670087179,0.538538297017415,NA,1.31309661181564,7.1739297260633,0,26.6147038872005,26.6147038872005,0.529939903093454,1.31309661181564,NA
"Tavunasici3 1_3::2006","Tavunasici3 1_3::5366","5366","S","Tavunasici3 1_3",2006,-18.71533333,-179.0845,"Fiji","P","Fished",214.754285187617,NA,NA,0,"Slope",7,NA,"Point intercept",924,24.4166666666667,0.116666666666667,0,0,0,"Fiji","status",0.0677333781560284,"4-10m","-18.71533333_-179.0845",221.041083333333,26.2872340425532,92.5808407428284,1,0,308.3093227,"Fiji","Provider 10","Tavunasici3 1_3::2006::5366",26.5621670087179,0.538538297017415,NA,1.31309661181564,7.1739297260633,0,26.6147038872005,26.6147038872005,0.529939903093454,1.31309661181564,NA
"Teddies Reef::2009","Teddies Reef::9167","9167","S","Teddies Reef",2009,-12.68,44.96,"Mayotte","I","Fished",104.427,NA,NA,0,"Slope",2,NA,"Standard belt transect",500,1.64166666666667,0.375,0,0,0,"Mayotte (France)","status",NA,"0-4m","-12.68_44.96",305.477166666667,NA,NA,54,NA,NA,"Mayotte","Provider 17","Teddies Reef::2009::9167",28.1977957089742,0.572158495585124,NA,220.702948738671,220.702948738671,220.702948738671,0,0,154.703667695197,220.702948738671,NA
"Tekomaji 1::2011","Tekomaji 1::9168","9168","S","Tekomaji 1",2011,-10.75602778,40.64188889,"Mozambique","I","Fished",39.135,NA,NA,0,"Crest",2,NA,"Standard belt transect",500,3.58333333333333,0.225,0,0,0,"Mozambique","status",NA,"0-4m","-10.75602778_40.64188889",284.474916666667,NA,NA,30,NA,NA,"Mozambique","Provider 17","Tekomaji 1::2011::9168",28.0667379697164,0.564579645792643,NA,23.5767708720333,10.0754936081667,10.0754936081667,10.0754936081667,10.0754936081667,7.49197101721493,23.5767708720333,NA
"Teluk Medane::2012","Teluk Medane::533","533","S","Teluk Medane",2012,-8.35713,116.12399,"Indonesia","P","Fished",3.98440947783333,NA,NA,0,"Slope",8,NA,"Standard belt transect",750,0.666666666666667,0.1,0,0,0,"Indonesia","status",0,"4-10m","-8.35713_116.12399",383.776166666667,15.8333333333333,58.8144228869214,866,NA,27.65517488,"Indonesia","Provider 4","Teluk Medane::2012::533",29.0267836252848,0.811776479085286,NA,14.7229520305454,41.0364834158628,95.3978365709106,77.5455552705013,26.3720271061358,9.34276421674009,14.7229520305454,NA
"Tenaruga::2013","Tenaruga::9465","9465","S","Tenaruga",2013,-21.360367,-136.534883,"French Polynesia","P","Fished",188.8175819835,NA,NA,1,"Slope",10,46.8208,"Distance sampling",500,38.0833333333333,0.2,0,0,0,"French Polynesia","status",1.70560354945714,">10m","-21.360367_-136.534883",124.454241666667,16.0693069306931,70.1249780772451,0,0,49.58680383,"French Polynesia","Provider 18","Tenaruga::2013::9465",25.8093633651733,0.195373376210531,NA,NA,NA,NA,185.225636608306,185.225636608306,33.3442001095891,185.225636608306,NA
"Tenaruga::2013","Tenaruga::9466","9466","S","Tenaruga",2013,-21.346467,-136.525917,"French Polynesia","P","Fished",65.3459227397,NA,NA,1,"Slope",10,77.193,"Distance sampling",500,38.0833333333333,0.2,0,0,0,"French Polynesia","status",0,">10m","-21.346467_-136.525917",124.454241666667,16.1494252873563,71.8580626438472,0,0,77.15284688,"French Polynesia","Provider 18","Tenaruga::2013::9466",25.8093633651733,0.195373376210531,NA,NA,NA,NA,185.225636608306,185.225636608306,33.3442001095891,185.225636608306,NA
"Tenaruga::2013","Tenaruga::9467","9467","S","Tenaruga",2013,-21.34216667,-136.5602833,"French Polynesia","P","Fished",105.2710570997,NA,NA,1,"Slope",10,31.3902,"Distance sampling",500,38.0833333333333,0.2,0,0,0,"French Polynesia","status",1.35649044287129,">10m","-21.34216667_-136.5602833",124.957283333333,18.7676767676768,58.4403861448501,0,0,82.7442292,"French Polynesia","Provider 18","Tenaruga::2013::9467",25.8093633651733,0.195373376210531,NA,NA,NA,NA,185.225636608306,185.225636608306,33.3442001095891,185.225636608306,NA
"Tenaruga::2013","Tenaruga::9468","9468","S","Tenaruga",2013,-21.33015,-136.548933,"French Polynesia","P","Fished",93.5011676809,NA,NA,1,"Slope",10.46,51.7124,"Distance sampling",500,38.0833333333333,0.2,0,0,0,"French Polynesia","status",0.0932519896478873,">10m","-21.33015_-136.548933",127.22545,16.8175182481752,43.1576316656092,0,0,28.3631625,"French Polynesia","Provider 18","Tenaruga::2013::9468",25.8093633651733,0.195373376210531,NA,NA,NA,NA,185.225636608306,185.225636608306,33.3442001095891,185.225636608306,NA
"Tenaruga::2013","Tenaruga::9469","9469","S","Tenaruga",2013,-21.32653333,-136.5306167,"French Polynesia","P","Fished",47.3729231954,NA,NA,1,"Slope",8.175,61.1064,"Distance sampling",500,38.0833333333333,0.2,0,0,0,"French Polynesia","status",0,"4-10m","-21.32653333_-136.5306167",127.22545,15.76,36.2612675456982,0,0,18.85992188,"French Polynesia","Provider 18","Tenaruga::2013::9469",25.8093633651733,0.195373376210531,NA,NA,NA,NA,185.225636608306,185.225636608306,33.3442001095891,185.225636608306,NA
"Tengah::2009","Tengah::541","541","S","Tengah",2009,-5.80877,110.511626,"Indonesia","P","Restricted",3.458208567675,NA,NA,0,"Crest",3,NA,"Standard belt transect",1000,6.31666666666667,0.166666666666667,0,0,0,"Indonesia","status",0,"0-4m","-5.80877_110.511626",1081.06083333333,14.2307692307692,145.647087844888,308,NA,103.7185223,"Indonesia","Provider 4","Tengah::2009::541",29.120655854543,0.906244119008382,NA,60.7653432922077,60.7653432922077,60.7653432922077,5.0014221864247,55.3770505791089,38.5573117364256,60.7653432922077,NA
"Three Sisters Malaupaina 1 48::2004","Three Sisters Malaupaina 1 48::2231","2231","S","Three Sisters Malaupaina 1 48",2004,-10.21758748,161.9624328,"Solomon Islands","P","Fished",47.09427424916,NA,NA,0,"Slope",10,NA,"Standard belt transect",1250,10.5416666666667,0.175,0,0,0,"Solomon Isl.","status",0,">10m","-10.21758748_161.9624328",296.00525,16.0058479532164,87.9035163267717,3,NA,238.8137654,"Solomon Islands","Provider 20","Three Sisters Malaupaina 1 48::2004::2231",29.0134320259094,0.447237650553385,NA,NA,NA,NA,0.518463859186386,0.518463859186386,0.432928596442012,0.518463859186386,NA
"Three Sisters Malaupaina 2 49::2004","Three Sisters Malaupaina 2 49::2232","2232","S","Three Sisters Malaupaina 2 49",2004,-10.26723503,161.9799554,"Solomon Islands","P","Fished",67.3376849831,NA,NA,0,"Slope",10,NA,"Standard belt transect",1250,10.5722222222222,0.205555555555555,0,0,0,"Solomon Isl.","status",0.00881488440555555,">10m","-10.26723503_161.9799554",300.2945,16.1111111111111,98.5806462729311,3,NA,162.3047677,"Solomon Islands","Provider 20","Three Sisters Malaupaina 2 49::2004::2232",29.0134320259094,0.447237650553385,NA,NA,NA,NA,0.518463859186386,0.518463859186386,0.432928596442012,0.518463859186386,NA
"TIN-001::2009","TIN-001::8719","8719","S","TIN-001",2009,15.03477269,145.6510282,"Commonwealth of the Northern Mariana Islands","P","Fished",9.415838197,NA,NA,0,"Slope",11,25.43103448,"Standard belt transect",400,1.83333333333333,0.116666666666667,0,0,0,NA,"status",0,">10m","15.03477269_145.6510282",144.938416666667,14.2382858189024,16.3666611950425,19,NA,59.40310624,"Northern Mariana Islands","Provider 2","TIN-001::2009::8719",28.7578914960225,0.246441841125488,NA,0.0146870245233369,0.0146870245233369,0.0146870245233369,6.04402170948005,6.04402170948005,0.0139061402376227,0.0146870245233369,NA
"TIN-002::2009","TIN-002::8722","8722","S","TIN-002",2009,14.94048617,145.6279112,"Commonwealth of the Northern Mariana Islands","P","Fished",15.8305471153,NA,NA,0,"Slope",10.5,26.22368421,"Standard belt transect",400,2.8,0.441666666666667,0,0,0,NA,"status",0,">10m","14.94048617_145.6279112",144.8455,16.9633940620783,52.4458510082143,8,NA,44.51946759,"Northern Mariana Islands","Provider 2","TIN-002::2009::8722",28.7578914960225,0.246441841125488,1.39703551743522,0.0146870245233369,0.0146870245233369,0.0146870245233369,6.04402170948005,6.04402170948005,0.356343120499028,1.39703551743522,NA
